,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
1651,0,0,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1
1652,0,0,0,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,0,0,1
1653,0,0,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,1,0,1
1654,0,0,3,1,3,0,1,1,3,1,0,0,1,0,0,0,0,1,0,0,1
1655,3,0,2,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,1,0,1
1656,0,0,0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,1,0,2,1
1657,3,2,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,1,0,1
1658,3,2,2,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,0,0,1
1659,0,2,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1
1660,3,2,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,0,0,1
1661,0,2,3,1,3,0,1,1,3,1,0,0,1,0,0,0,0,1,0,2,1
1662,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1
1663,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
1664,0,0,2,1,3,0,1,1,3,1,0,0,1,0,0,0,0,1,0,2,1
1665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1666,0,2,2,1,3,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1
1667,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1668,0,1,3,0,3,0,0,1,1,1,2,0,0,2,2,0,0,0,1,3,3
1669,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0
1670,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1
1671,0,1,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2
1672,3,1,0,0,2,0,0,1,1,0,3,0,2,0,0,0,0,0,1,4,4
1673,0,0,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1
1674,3,0,0,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,0,0,1
1675,0,0,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,0,2,1
1676,0,0,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,2,1
1677,3,0,0,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,1,0,1
1678,3,0,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1
1679,0,0,3,1,3,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
1680,1,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1
1681,0,0,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1
1682,0,0,1,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2
1683,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
1684,3,0,2,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,0,0,1
1685,3,0,0,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,0,0,1
1686,3,0,3,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1
1687,3,2,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,1,0,1
1688,0,1,0,0,3,0,0,1,3,1,2,0,0,1,0,0,0,0,1,4,3
1689,0,2,0,0,3,0,0,1,1,1,2,0,0,1,2,0,0,0,0,4,3
1690,0,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,1,4,4
1691,0,2,3,0,3,0,0,1,4,1,2,0,0,2,1,0,0,0,0,4,3
1692,3,2,3,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,1,2,1
1693,3,0,0,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,0,0,1
1694,3,0,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,1,2,1
1695,0,2,3,1,3,0,1,1,0,1,0,1,0,0,0,0,0,1,1,2,1
1696,3,0,2,1,3,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
1697,3,2,3,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,1,2,1
1698,0,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1
1699,0,0,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,1,1,2,1
1700,0,2,0,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,0,4,3
1701,3,0,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
1702,3,2,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
1703,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
1704,0,2,0,0,3,0,0,1,1,1,2,0,0,2,0,0,0,0,0,4,3
1705,0,2,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,0,0,1
1706,3,2,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
1707,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
1708,3,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1709,0,2,3,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,3,3
1710,0,2,2,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,0,2,1
1711,0,2,3,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,0,0,1
1712,0,2,0,0,3,0,0,1,4,1,2,0,0,1,1,0,0,0,1,3,3
1713,0,0,3,1,3,0,1,1,5,1,0,0,1,0,0,0,0,1,1,2,1
1714,3,2,2,1,3,0,1,1,3,1,0,0,1,0,0,0,0,1,1,2,1
1715,0,2,3,0,3,0,0,1,6,1,2,0,0,2,1,0,0,0,0,4,3
1716,0,1,2,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1
1717,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
1718,3,0,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,1,0,1
1719,3,0,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1
1720,3,0,0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1
1721,3,0,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,0,2,1
1722,0,2,0,1,3,0,1,1,5,1,0,0,1,0,0,0,0,1,1,2,1
1723,0,0,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1
1724,1,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,2
1725,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1726,0,0,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,2,1
1727,3,0,0,1,3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1728,0,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,1
1729,0,0,3,1,3,0,1,1,1,1,0,1,1,0,0,0,0,1,1,2,1
1730,3,0,2,1,3,0,1,1,0,1,0,1,0,0,0,0,0,1,1,2,1
1731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
1732,3,0,3,1,3,0,1,1,1,1,0,1,1,0,0,0,0,1,0,2,1
1733,0,2,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,1,0,1
1734,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
1735,0,2,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,1,2,1
1736,0,0,0,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,0,2,1
1737,0,2,0,0,3,0,0,1,6,1,2,0,0,1,1,0,0,0,0,3,3
1738,3,0,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,0,0,1
1739,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0
1740,0,2,2,1,3,0,1,1,5,1,0,0,1,0,0,0,0,1,0,2,1
1741,3,2,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,1,0,1
1742,3,0,3,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,1,0,1
1743,0,2,2,1,3,0,1,1,1,1,0,1,1,0,0,0,0,1,0,2,1
1744,3,1,0,0,2,0,0,1,4,0,3,0,2,0,0,0,0,0,1,4,1
1745,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1
1746,0,2,2,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,1,2,1
1747,3,2,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0
1748,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
1749,3,0,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1
1750,0,2,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1
1751,3,1,1,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,1,4,4
1752,0,2,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,1,0,1
1753,0,2,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,0,2,1
1754,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1755,3,2,0,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,0,0,1
1756,3,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
1757,0,2,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
1758,0,2,0,0,3,0,0,1,3,1,2,0,0,2,1,0,0,0,1,3,3
1759,0,0,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
1760,0,0,3,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,2,1
1761,0,2,2,1,3,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
1762,3,2,3,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,1,0,1
1763,0,2,0,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,4,3
1764,0,0,2,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,1,0,1
1765,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1766,3,0,3,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,1,2,1
1767,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
1768,0,2,0,0,3,0,0,1,3,1,2,0,0,0,2,0,0,0,0,3,3
1769,0,1,1,0,1,0,0,1,3,0,3,0,2,0,0,0,0,0,1,4,1
1770,0,0,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1
1771,0,2,0,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,0,2,1
1772,0,2,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1
1773,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1774,0,2,0,0,3,0,0,1,3,1,2,0,0,1,0,0,0,0,0,4,3
1775,0,2,2,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,0,2,1
1776,0,2,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,2,1
1777,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1778,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1779,0,0,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,0,2,1
1780,0,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
1781,3,0,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,0,0,1
1782,0,0,2,1,3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,2,1
1783,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
1784,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1785,0,2,0,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,0,2,1
1786,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1787,0,0,3,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,0,2,1
1788,0,0,3,1,3,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1
1789,0,0,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
1790,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
1791,3,0,2,1,3,0,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1
1792,0,2,0,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,1,2,1
1793,3,2,0,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,1,0,1
1794,0,2,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,1,2,1
1795,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1796,0,2,2,1,3,0,1,1,3,1,0,0,1,0,0,0,0,1,1,0,1
1797,3,0,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,1,2,1
1798,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1799,3,0,3,1,3,0,1,1,3,1,0,0,1,0,0,0,0,1,0,2,1
1800,3,1,0,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,1,3,3
1801,0,2,3,1,3,0,1,1,5,1,0,0,1,0,0,0,0,1,1,2,1
1802,0,2,3,0,3,0,0,1,6,1,2,0,0,0,1,0,0,0,0,3,3
1803,0,1,0,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,1,3,3
1804,3,2,0,0,3,0,0,1,1,1,2,0,0,2,2,0,0,0,1,4,3
1805,3,1,4,0,3,0,0,1,3,1,2,0,0,2,1,0,0,0,0,3,3
1806,3,0,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,1,0,1
1807,0,2,3,0,3,0,0,1,6,1,2,0,0,2,1,0,0,0,1,4,3
1808,0,1,3,0,3,0,0,1,3,1,2,0,0,1,1,0,0,0,0,4,3
1809,0,2,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,1,0,1
1810,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1811,3,2,0,0,3,0,0,1,1,1,2,0,0,1,0,0,0,0,0,3,3
1812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
1813,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1814,0,0,2,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,0,2,1
1815,0,1,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1
1816,0,2,3,1,4,0,0,1,5,0,2,2,3,3,3,0,0,2,3,4,1
1817,3,0,0,1,3,0,1,1,0,1,0,1,0,0,0,0,0,1,1,2,1
1818,3,0,2,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,1,0,1
1819,0,2,0,0,3,0,0,1,3,1,2,0,0,1,2,0,0,0,0,3,3
1820,3,0,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,0,0,1
1821,0,2,0,1,3,0,1,1,5,1,0,0,1,0,0,0,0,1,0,0,1
1822,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
1823,3,2,0,0,3,0,0,1,3,1,2,0,0,2,2,0,0,0,1,4,3
1824,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
1825,3,2,3,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
1826,0,1,4,0,3,0,0,1,1,1,2,0,0,0,2,0,0,0,1,3,3
1827,3,2,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
1828,0,0,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,1,2,1
1829,0,1,0,0,3,0,0,1,1,1,2,0,0,0,1,0,0,0,0,3,3
1830,0,1,3,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,1,4,3
1831,0,2,3,0,3,0,0,1,6,1,2,0,0,1,0,0,0,0,0,3,3
1832,3,0,2,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,1,2,1
1833,0,2,3,0,3,0,0,1,6,1,2,0,0,2,0,0,0,0,0,3,3
1834,0,2,0,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,1,3,3
1835,0,2,4,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,1,3,3
1836,0,1,0,0,3,0,0,1,4,1,2,0,0,2,2,0,0,0,1,4,3
1837,3,2,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,1,0,1
1838,0,1,0,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,0,4,3
1839,0,0,3,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
1840,0,2,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,0,2,1
1841,3,2,2,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,1,2,1
1842,0,1,3,0,3,0,0,1,3,1,2,0,0,0,1,0,0,0,0,3,3
1843,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1844,0,1,4,0,3,0,0,1,3,1,2,0,0,2,2,0,0,0,0,3,3
1845,3,2,2,1,3,0,1,1,3,1,0,0,1,0,0,0,0,1,0,0,1
1846,3,0,3,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,1,2,1
1847,0,1,3,0,3,0,0,1,4,1,2,0,0,1,1,0,0,0,1,3,3
1848,3,2,3,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,0,3,3
1849,0,2,0,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,0,3,3
1850,3,2,4,0,3,0,0,1,1,1,2,0,0,0,1,0,0,0,0,3,3
1851,0,0,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,1,2,1
1852,0,2,4,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,1,3,3
1853,0,2,0,0,3,0,0,1,3,1,2,0,0,0,1,0,0,0,0,3,3
1854,0,2,3,0,3,0,0,1,6,1,2,0,0,0,0,0,0,0,0,4,3
1855,0,2,0,0,3,0,0,1,1,1,2,0,0,2,0,0,0,0,1,4,3
1856,0,2,1,0,1,0,1,0,4,1,2,0,0,0,0,0,0,0,1,3,3
1857,0,2,4,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,1,3,3
1858,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,1
1859,0,0,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,0,0,1
1860,0,2,4,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,1,4,3
1861,0,1,0,0,3,0,0,1,4,1,2,0,0,2,1,0,0,0,0,3,3
1862,0,2,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,0,2,1
1863,0,2,3,0,3,0,0,1,4,1,2,0,0,2,0,0,0,0,1,4,3
1864,0,0,3,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1
1865,0,1,4,0,3,0,0,1,4,1,2,0,0,2,2,0,0,0,1,4,3
1866,0,1,0,0,3,0,0,1,6,1,2,0,0,2,0,0,0,0,1,3,3
1867,0,0,2,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,0,2,1
1868,0,0,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,0,2,1
1869,0,0,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
1870,0,0,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
1871,3,2,4,0,3,0,0,1,1,1,2,0,0,2,2,0,0,0,1,4,3
1872,3,2,2,1,3,0,1,1,1,1,0,0,1,0,0,0,0,1,0,2,1
1873,3,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1
1874,0,1,4,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,1,3,3
1875,0,2,4,0,3,0,0,1,3,1,2,0,0,2,0,0,0,0,1,4,3
1876,0,1,3,0,3,0,0,1,6,1,2,0,0,0,0,0,0,0,1,3,3
1877,0,2,4,0,3,0,0,1,3,1,2,0,0,0,2,0,0,0,0,4,3
1878,3,0,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,1,0,1
1879,0,0,2,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1
1880,0,0,2,1,3,0,1,1,5,1,0,0,1,0,0,0,0,1,0,2,1
1881,0,2,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1
1882,0,2,4,0,3,0,0,1,6,1,2,0,0,1,1,0,0,0,1,3,3
1883,0,2,0,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,1,4,3
1884,3,2,0,0,3,0,0,1,4,1,2,0,0,1,1,0,0,0,0,3,3
1885,3,2,2,0,2,0,1,0,3,1,2,0,0,0,0,0,0,0,1,3,3
1886,3,2,2,1,3,0,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1
1887,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1888,3,2,3,0,3,0,0,1,1,1,2,0,0,1,2,0,0,0,0,3,3
1889,0,2,0,0,3,0,0,1,4,1,2,0,0,0,2,0,0,0,1,3,3
1890,0,0,2,1,3,0,1,1,0,1,0,1,1,0,0,0,0,1,1,2,1
1891,0,2,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,1,2,1
1892,0,0,0,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,1,2,1
1893,0,2,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1
1894,0,0,3,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,1,2,1
1895,0,1,0,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,1,3,3
1896,0,2,0,0,3,0,0,1,6,1,2,0,0,2,1,0,0,0,1,4,3
1897,3,0,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1
1898,3,0,0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,1,0,2,1
1899,0,0,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,1,0,1
1900,3,2,3,0,3,0,0,1,1,1,2,0,0,2,0,0,0,0,0,4,3
1901,0,0,2,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,1,2,1
1902,3,2,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,1,1,2,1
1903,3,0,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,0,0,1
1904,0,2,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
1905,3,2,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1
1906,3,2,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,0,2,1
1907,0,2,0,0,3,0,0,1,4,1,2,0,0,0,1,0,0,0,1,3,3
1908,3,0,3,1,3,0,1,1,5,1,0,0,1,0,0,0,0,1,0,2,1
1909,3,0,2,1,3,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1
1910,0,1,4,0,3,0,0,1,3,1,2,0,0,1,0,0,0,0,0,3,3
1911,0,1,3,0,3,0,0,1,6,1,2,0,0,1,2,0,0,0,0,3,3
1912,0,1,4,0,3,0,0,1,1,1,2,0,0,1,1,0,0,0,0,3,3
1913,0,2,3,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,0,0,1
1914,3,2,3,1,3,0,1,1,3,1,0,1,0,0,0,0,0,1,1,2,1
1915,3,1,1,0,2,0,0,1,3,0,3,0,2,0,0,0,0,0,1,4,1
1916,3,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0
1917,3,0,0,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,0,2,1
1918,3,2,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
1919,3,2,0,0,3,0,0,1,3,1,2,0,0,1,0,0,0,0,0,3,3
1920,0,2,4,0,3,0,0,1,6,1,2,0,0,1,0,0,0,0,0,4,3
1921,3,2,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,1,2,1
1922,0,2,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1
1923,0,2,3,1,3,0,1,1,5,1,0,1,1,0,0,0,0,1,1,0,1
1924,0,1,4,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,1,3,3
1925,3,2,0,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,0,3,3
1926,0,2,0,1,3,0,1,1,3,1,0,0,1,0,0,0,0,1,0,0,1
1927,0,2,0,1,3,0,1,1,3,1,0,0,1,0,0,0,0,1,0,2,1
1928,3,0,2,1,3,0,1,1,5,1,0,0,1,0,0,0,0,1,0,0,1
1929,3,0,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1
1930,3,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1931,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1932,0,2,0,0,3,0,0,1,4,1,2,0,0,1,0,0,0,0,1,3,3
1933,3,2,3,1,3,0,1,1,0,1,0,1,1,0,0,0,0,1,0,2,1
1934,0,2,0,1,3,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1
1935,0,0,0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1
1936,3,0,2,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,2,3,3
1937,0,2,2,1,3,0,1,1,5,1,0,0,0,0,0,0,0,1,1,2,1
1938,0,0,2,1,3,0,1,1,5,1,0,1,0,0,0,0,0,1,0,2,1
1939,0,0,3,1,3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1940,0,1,4,0,3,0,0,1,3,1,2,0,0,0,1,0,0,0,0,3,3
1941,3,2,0,0,3,0,0,1,1,1,2,0,0,1,1,0,0,0,0,3,3
1942,0,2,0,0,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,3,3
1943,3,2,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1944,3,0,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1
1945,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
1946,3,2,0,1,3,0,1,1,3,1,0,1,1,0,0,0,0,1,1,0,1
1947,0,1,3,0,3,0,0,1,4,1,2,0,0,1,2,0,0,0,1,4,3
1948,0,1,3,0,3,0,0,1,1,1,2,0,0,1,2,0,0,0,1,3,3
1949,0,2,3,1,3,0,1,1,3,1,0,0,0,0,0,0,0,1,1,2,1
1950,0,2,3,0,3,0,0,1,4,1,2,0,0,2,1,0,0,0,1,3,3
1951,0,1,4,0,3,0,0,1,6,1,2,0,0,2,1,0,0,0,1,3,3
1952,0,2,3,0,3,0,0,1,3,1,2,0,0,1,1,0,0,0,0,4,3
1953,0,2,3,0,3,0,0,1,6,1,2,0,0,2,0,0,0,0,1,3,3
1954,0,2,0,0,3,0,0,1,3,1,2,0,0,2,2,0,0,0,0,3,3
1955,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1
1956,0,2,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1957,0,1,0,0,3,0,0,1,4,1,2,0,0,2,1,0,0,0,1,3,3
1958,0,2,3,0,3,0,0,1,3,1,2,0,0,0,2,0,0,0,1,4,3
